হাউস ২৬, হযরত নগর ১ নং লেন, কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ৫১/২(বি), বৈশাখী রোড, রায়ের বাজার, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১৮৬, রনি মার্কেট ১ নং গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ২১/৫, বিবরন কাচরা রোড, পিলখানা, নিউ মার্কেট থানা, ঢাকা জেলা
হাউস ৫৮/৩, হোসেন উদ্দিন খান ১স্ট লেন, আমিলোগোলা, লালবাগ থানা, ঢাকা জেলা
হাউস ৩০, তল্লাবাঘ রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১/১, এম.সি.রায় রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৩/২/এ, নবাবগঞ্জ মেইন রোড, বুরহানপুর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১২৭, এশিয়া গলি, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ২৯১, লেন নং ২ নয়াগাঁও, কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ২৫/১, শের-ই-বাংলা মেইন রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৪৫/৫, ইমান আলী লেন, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১১৬, রায়ের বাজার স্টাফ কোয়ার্টার রোড, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ২৩৫/এ, পশ্চিম ধনমন্ডি, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৫/এ, রোড ৭/এ, জিগাতলা, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৬৩, সাঈদ শাহ বাবা মাজার গলী, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ২৫, মিতালি লেন, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৮৪, আনসারি প্লাজা ১ নং। গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ২৭১/৩৭, এম শাখাওয়াত হোসেন রোড, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ২৭২, বাংলা সড়ক, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১২৪/এ, হাজারীবাগ বাজার ফকির রোড, বুরহানপুর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৯, কুলাঙ্গার রোড, বুরহানপুর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৫/৩, কুলাঙ্গার রোড, বুরহানপুর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৪১৮, খন্দকার গলি(হযরত নগর রোড), কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ১৫৮, জাউলাহাটি ৫ নং গলি, কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ২/বি, সেকশন ঢাল রোড(এম.সি.রায় রোড), হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ২১৪, রোড ১০/এ, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১৬২, জাউলাহাটি ৫ নং গলি, কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ৪৬৭, ৩ নং গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ১০৬, নয়াগাঁও চৌ রাস্তা রোড, কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ১/ডি/৪, ৭/এ, জিগাতলা, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১১৮, পূর্ব (ইস্ট) রসুলপুর ৭ নং রোড, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ৬৯, হাজী আফসার উদ্দিন রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৩/এন, রোড ৪, জিগাতলা, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৪২(বি), হাজারীবাগ লেন, বুরহানপুর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৭৮, নবাবগঞ্জ মেইন রোড, আমিলোগোলা, লালবাগ থানা, ঢাকা জেলা
হাউস ১০৪/এ/১৯, বুদ্ধিজীবী রোড, জাফরাবাদ, মোহাম্মদপুর, ঢাকা জেলা
হাউস ৯৪/বি, তিন মাজার রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ২৫০, মিডেল রাসুলপুর ৩ নং রোড ওল্ড কমিউনিটি সেন্টার ১ নং গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ১৮০(এ), কালিনগর গোল্ডেন সিটি রোড, বুরহানপুর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১০৯, ইয়াসিন আলী গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ২৯, মিতালি রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৬৩/১, রোড ২৬, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ২/১/এ, মনেশ্বর রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৩৬/৬/সি, মনেশ্বর রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৫৫, কালাম ভুলুয়া ট্যানারি, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
